index,season,player,team,innings,balls,overs,runs_conceeded,wickets,economy,average,strike_rate
34941,2019,SN Khan,Kings XI Punjab,1,2,0.2,6,,18.0,,
35194,2019,KK Ahmed,Sunrisers Hyderabad,9,209,34.5,287,20.0,8.24,14.35,10.45
35225,2019,DJ Hooda,Sunrisers Hyderabad,2,12,2.0,21,1.0,10.5,21.0,12.0
35231,2019,Abhishek Sharma,Sunrisers Hyderabad,2,12,2.0,21,1.0,10.5,21.0,12.0
35706,2019,IS Sodhi,Rajasthan Royals,2,43,7.1,67,4.0,9.35,16.75,10.75
35792,2019,Arshdeep Singh,Kings XI Punjab,3,60,10.0,109,3.0,10.9,36.33,20.0
36102,2019,KV Sharma,Chennai Super Kings,1,17,2.5,33,1.0,11.65,33.0,17.0
36287,2019,J Yadav,Mumbai Indians,2,42,7.0,50,1.0,7.14,50.0,42.0
36517,2019,DW Steyn,Royal Challengers Bangalore,2,48,8.0,69,4.0,8.62,17.25,12.0
36944,2019,SE Rutherford,Delhi Capitals,6,41,6.5,59,1.0,8.63,59.0,41.0
37030,2019,Harpreet Brar,Kings XI Punjab,2,30,5.0,48,,9.6,,
37263,2019,Y Prithvi Raj,Kolkata Knight Riders,2,30,5.0,57,1.0,11.4,57.0,30.0
37288,2019,KC Cariappa,Kolkata Knight Riders,1,12,2.0,34,,17.0,,
38274,2019,Washington Sundar,Royal Challengers Bangalore,3,54,9.0,74,4.0,8.22,18.5,13.5
38335,2019,O Thomas,Rajasthan Royals,4,60,10.0,79,5.0,7.9,15.8,12.0
38750,2019,AS Roy,Mumbai Indians,1,12,2.0,11,1.0,5.5,11.0,12.0
39291,2019,BB Sran,Mumbai Indians,2,24,4.0,51,,12.75,,
39417,2019,S Sandeep Warrier,Kolkata Knight Riders,3,72,12.0,85,2.0,7.08,42.5,36.0
39837,2019,K Khejroliya,Royal Challengers Bangalore,2,30,5.0,46,1.0,9.2,46.0,30.0
39851,2019,J Suchith,Delhi Capitals,1,24,4.0,28,2.0,7.0,14.0,12.0
40111,2019,Basil Thampi,Sunrisers Hyderabad,3,72,12.0,110,,9.17,,
42460,2020/21,DL Chahar,Chennai Super Kings,14,312,52.0,396,12.0,7.62,33.0,26.0
42466,2020/21,SM Curran,Chennai Super Kings,13,252,42.0,344,13.0,8.19,26.46,19.38
42478,2020/21,L Ngidi,Chennai Super Kings,4,96,16.0,167,9.0,10.44,18.56,10.67
42486,2020/21,PP Chawla,Chennai Super Kings,7,126,21.0,191,6.0,9.1,31.83,21.0
42498,2020/21,RA Jadeja,Chennai Super Kings,13,218,36.2,318,6.0,8.75,53.0,36.33
42584,2020/21,TA Boult,Mumbai Indians,15,344,57.2,472,25.0,8.23,18.88,13.76
42590,2020/21,JL Pattinson,Mumbai Indians,10,213,35.3,320,11.0,9.01,29.09,19.36
42615,2020/21,JJ Bumrah,Mumbai Indians,15,372,62.0,420,29.0,6.77,14.48,12.83
42622,2020/21,KH Pandya,Mumbai Indians,16,301,50.1,380,6.0,7.57,63.33,50.17
42628,2020/21,RD Chahar,Mumbai Indians,15,318,53.0,433,15.0,8.17,28.87,21.2
42704,2020/21,SS Cottrell,Kings XI Punjab,6,120,20.0,176,6.0,8.8,29.33,20.0
42710,2020/21,Mohammed Shami,Kings XI Punjab,14,330,55.0,468,20.0,8.51,23.4,16.5
42728,2020/21,CJ Jordan,Kings XI Punjab,9,196,32.4,315,9.0,9.64,35.0,21.78
42741,2020/21,K Gowtham,Kings XI Punjab,2,48,8.0,84,1.0,10.5,84.0,48.0
42760,2020/21,Ravi Bishnoi,Kings XI Punjab,14,306,51.0,376,12.0,7.37,31.33,25.5
42832,2020/21,A Nortje,Delhi Capitals,16,366,61.0,512,22.0,8.39,23.27,16.64
42838,2020/21,MM Sharma,Delhi Capitals,1,24,4.0,45,1.0,11.25,45.0,24.0
42845,2020/21,K Rabada,Delhi Capitals,17,397,66.1,551,32.0,8.33,17.22,12.41
42864,2020/21,R Ashwin,Delhi Capitals,15,306,51.0,391,13.0,7.67,30.08,23.54
42876,2020/21,AR Patel,Delhi Capitals,15,306,51.0,327,9.0,6.41,36.33,34.0
42882,2020/21,MP Stoinis,Delhi Capitals,13,178,29.4,283,13.0,9.54,21.77,13.69
42960,2020/21,CH Morris,Royal Challengers Bangalore,9,190,31.4,210,11.0,6.63,19.09,17.27
42967,2020/21,Mohammed Siraj,Royal Challengers Bangalore,9,163,27.1,236,11.0,8.69,21.45,14.82
42973,2020/21,Navdeep Saini,Royal Challengers Bangalore,13,280,46.4,385,7.0,8.25,55.0,40.0
42997,2020/21,I Udana,Royal Challengers Bangalore,10,174,29.0,282,8.0,9.72,35.25,21.75
43009,2020/21,YS Chahal,Royal Challengers Bangalore,15,343,57.1,405,21.0,7.08,19.29,16.33
43015,2020/21,Washington Sundar,Royal Challengers Bangalore,15,300,50.0,298,8.0,5.96,37.25,37.5
43081,2020/21,PJ Cummins,Kolkata Knight Riders,14,312,52.0,409,12.0,7.87,34.08,26.0
43087,2020/21,M Prasidh Krishna,Kolkata Knight Riders,6,105,17.3,165,4.0,9.43,41.25,26.25
43113,2020/21,CV Varun,Kolkata Knight Riders,13,312,52.0,356,17.0,6.85,20.94,18.35
43119,2020/21,LH Ferguson,Kolkata Knight Riders,5,122,20.2,150,8.0,7.38,18.75,15.25
43165,2020/21,Sandeep Sharma,Sunrisers Hyderabad,13,312,52.0,374,14.0,7.19,26.71,22.29
43171,2020/21,JO Holder,Sunrisers Hyderabad,7,168,28.0,233,14.0,8.32,16.64,12.0
43195,2020/21,S Nadeem,Sunrisers Hyderabad,7,132,22.0,178,5.0,8.09,35.6,26.4
43201,2020/21,T Natarajan,Sunrisers Hyderabad,16,377,62.5,504,16.0,8.02,31.5,23.56
43207,2020/21,Rashid Khan,Sunrisers Hyderabad,16,388,64.4,345,20.0,5.34,17.25,19.4
43285,2020/21,DS Kulkarni,Mumbai Indians,1,18,3.0,22,,7.33,,
43292,2020/21,NM Coulter-Nile,Mumbai Indians,7,156,26.0,206,5.0,7.92,41.2,31.2
43520,2020/21,JD Unadkat,Rajasthan Royals,7,138,23.0,228,4.0,9.91,57.0,34.5
43526,2020/21,JC Archer,Rajasthan Royals,14,334,55.4,365,20.0,6.56,18.25,16.7
43545,2020/21,S Gopal,Rajasthan Royals,14,300,50.0,427,10.0,8.54,42.7,30.0
43551,2020/21,TK Curran,Rajasthan Royals,5,109,18.1,208,3.0,11.45,69.33,36.33
43557,2020/21,R Tewatia,Rajasthan Royals,14,276,46.0,326,10.0,7.09,32.6,27.6
43644,2020/21,TU Deshpande,Delhi Capitals,5,102,17.0,192,3.0,11.29,64.0,34.0
43787,2020/21,KL Nagarkoti,Kolkata Knight Riders,9,156,26.0,231,5.0,8.88,46.2,31.2
43814,2020/21,SP Narine,Kolkata Knight Riders,10,228,38.0,302,5.0,7.95,60.4,45.6
43900,2020/21,KK Ahmed,Sunrisers Hyderabad,7,154,25.4,242,8.0,9.43,30.25,19.25
44026,2020/21,Arshdeep Singh,Kings XI Punjab,8,149,24.5,218,9.0,8.78,24.22,16.56
44039,2020/21,M Ashwin,Kings XI Punjab,9,189,31.3,235,10.0,7.46,23.5,18.9
44233,2020/21,KA Pollard,Mumbai Indians,11,126,21.0,190,4.0,9.05,47.5,31.5
44271,2020/21,DW Steyn,Royal Challengers Bangalore,3,70,11.4,133,1.0,11.4,133.0,70.0
44386,2020/21,VR Aaron,Rajasthan Royals,3,48,8.0,94,,11.75,,
44405,2020/21,Kartik Tyagi,Rajasthan Royals,10,229,38.1,367,9.0,9.62,40.78,25.44
44418,2020/21,AJ Tye,Rajasthan Royals,1,24,4.0,50,1.0,12.5,50.0,24.0
44545,2020/21,HV Patel,Delhi Capitals,5,90,15.0,134,3.0,8.93,44.67,30.0
44664,2020/21,SN Thakur,Chennai Super Kings,9,194,32.2,275,10.0,8.51,27.5,19.4
44678,2020/21,KV Sharma,Chennai Super Kings,5,114,19.0,165,5.0,8.68,33.0,22.8
44684,2020/21,DJ Bravo,Chennai Super Kings,6,126,21.0,180,6.0,8.57,30.0,21.0
44771,2020/21,Shivam Mavi,Kolkata Knight Riders,8,156,26.0,212,9.0,8.15,23.56,17.33
44869,2020/21,AD Russell,Kolkata Knight Riders,7,108,18.0,175,6.0,9.72,29.17,18.0
45139,2020/21,JDS Neesham,Kings XI Punjab,5,90,15.0,148,2.0,9.87,74.0,45.0
45357,2020/21,AS Rajpoot,Rajasthan Royals,6,102,17.0,199,2.0,11.71,99.5,51.0
45395,2020/21,R Parag,Rajasthan Royals,2,12,2.0,27,,13.5,,
45570,2020/21,Kuldeep Yadav,Kolkata Knight Riders,4,72,12.0,92,1.0,7.67,92.0,72.0
45600,2020/21,DR Sams,Delhi Capitals,3,72,12.0,114,,9.5,,
45783,2020/21,Shahbaz Ahmed,Royal Challengers Bangalore,2,36,6.0,44,2.0,7.33,22.0,18.0
45882,2020/21,Imran Tahir,Chennai Super Kings,3,66,11.0,76,1.0,6.91,76.0,66.0
46072,2020/21,CH Gayle,Kings XI Punjab,1,5,0.5,5,,6.0,,
46126,2020/21,BA Stokes,Rajasthan Royals,6,90,15.0,154,2.0,10.27,77.0,45.0
46236,2020/21,Abhishek Sharma,Sunrisers Hyderabad,6,60,10.0,91,2.0,9.1,45.5,30.0
46248,2020/21,V Shankar,Sunrisers Hyderabad,5,79,13.1,82,4.0,6.23,20.5,19.75
46321,2020/21,S Sandeep Warrier,Kolkata Knight Riders,1,18,3.0,34,,11.33,,
46821,2020/21,UT Yadav,Royal Challengers Bangalore,2,42,7.0,83,,11.86,,
46903,2020/21,S Dube,Royal Challengers Bangalore,5,54,9.0,73,4.0,8.11,18.25,13.5
47023,2020/21,GJ Maxwell,Kings XI Punjab,7,126,21.0,169,3.0,8.05,56.33,42.0
47297,2020/21,Basil Thampi,Sunrisers Hyderabad,1,24,4.0,46,1.0,11.5,46.0,24.0
47684,2020/21,Harpreet Brar,Kings XI Punjab,1,24,4.0,41,,10.25,,
47814,2020/21,A Zampa,Royal Challengers Bangalore,3,66,11.0,92,2.0,8.36,46.0,33.0
48175,2020/21,A Mishra,Delhi Capitals,3,60,10.0,72,3.0,7.2,24.0,20.0
48393,2020/21,B Kumar,Sunrisers Hyderabad,4,85,14.1,99,3.0,6.99,33.0,28.33
48443,2020/21,Abdul Samad,Sunrisers Hyderabad,3,42,7.0,96,1.0,13.71,96.0,42.0
48578,2020/21,DJ Hooda,Kings XI Punjab,1,6,1.0,9,,9.0,,
49089,2020/21,MM Ali,Royal Challengers Bangalore,3,30,5.0,42,1.0,8.4,42.0,30.0
49643,2020/21,JR Hazlewood,Chennai Super Kings,3,60,10.0,64,1.0,6.4,64.0,60.0
50006,2020/21,Mujeeb Ur Rahman,Kings XI Punjab,2,48,8.0,83,,10.38,,
50172,2020/21,N Rana,Kolkata Knight Riders,2,12,2.0,23,,11.5,,
50412,2020/21,DA Warner,Sunrisers Hyderabad,1,1,0.1,2,,12.0,,
50838,2020/21,CJ Green,Kolkata Knight Riders,1,17,2.5,24,,8.47,,
52180,2020/21,I Sharma,Delhi Capitals,1,18,3.0,26,,8.67,,
52680,2020/21,MR Marsh,Sunrisers Hyderabad,1,4,0.4,6,,9.0,,
52920,2020/21,J Yadav,Mumbai Indians,2,42,7.0,43,1.0,6.14,43.0,42.0
53065,2020/21,P Dubey,Delhi Capitals,3,48,8.0,72,,9.0,,
53140,2020/21,MJ Santner,Chennai Super Kings,2,42,7.0,53,2.0,7.57,26.5,21.0
53605,2020/21,S Kaul,Sunrisers Hyderabad,1,24,4.0,64,2.0,16.0,32.0,12.0
53648,2020/21,KS Williamson,Sunrisers Hyderabad,1,12,2.0,24,,12.0,,
53986,2020/21,Avesh Khan,Delhi Capitals,1,24,4.0,42,,10.5,,
55068,2020/21,Monu Kumar,Chennai Super Kings,1,12,2.0,20,,10.0,,
55468,2020/21,Mohammad Nabi,Sunrisers Hyderabad,1,24,4.0,23,,5.75,,
57019,2021,Mohammed Siraj,Royal Challengers Bangalore,15,312,52.0,353,11.0,6.79,32.09,28.36
57025,2021,KA Jamieson,Royal Challengers Bangalore,9,168,28.0,269,9.0,9.61,29.89,18.67
57037,2021,YS Chahal,Royal Challengers Bangalore,15,318,53.0,374,18.0,7.06,20.78,17.67
57055,2021,Shahbaz Ahmed,Royal Challengers Bangalore,6,84,14.0,92,7.0,6.57,13.14,12.0
57061,2021,HV Patel,Royal Challengers Bangalore,15,338,56.2,459,32.0,8.15,14.34,10.56
57068,2021,DT Christian,Royal Challengers Bangalore,9,100,16.4,155,4.0,9.3,38.75,25.0
57093,2021,Washington Sundar,Royal Challengers Bangalore,6,96,16.0,118,3.0,7.38,39.33,32.0
57143,2021,TA Boult,Mumbai Indians,14,308,51.2,406,13.0,7.91,31.23,23.69
57150,2021,JJ Bumrah,Mumbai Indians,14,330,55.0,410,21.0,7.45,19.52,15.71
57162,2021,M Jansen,Mumbai Indians,2,36,6.0,45,2.0,7.5,22.5,18.0
57169,2021,KH Pandya,Mumbai Indians,12,199,33.1,265,5.0,7.99,53.0,39.8
57188,2021,RD Chahar,Mumbai Indians,11,258,43.0,318,13.0,7.4,24.46,19.85
57269,2021,CR Woakes,Delhi Capitals,3,66,11.0,82,5.0,7.45,16.4,13.2
57275,2021,Avesh Khan,Delhi Capitals,16,366,61.0,450,24.0,7.38,18.75,15.25
57294,2021,R Ashwin,Delhi Capitals,13,268,44.4,331,7.0,7.41,47.29,38.29
57300,2021,TK Curran,Delhi Capitals,3,68,11.2,104,4.0,9.18,26.0,17.0
57312,2021,A Mishra,Delhi Capitals,4,84,14.0,109,6.0,7.79,18.17,14.0
57342,2021,MP Stoinis,Delhi Capitals,8,67,11.1,117,2.0,10.48,58.5,33.5
57392,2021,DL Chahar,Chennai Super Kings,15,324,54.0,451,14.0,8.35,32.21,23.14
57398,2021,SM Curran,Chennai Super Kings,9,198,33.0,328,9.0,9.94,36.44,22.0
57416,2021,SN Thakur,Chennai Super Kings,16,359,59.5,527,21.0,8.81,25.1,17.1
57428,2021,RA Jadeja,Chennai Super Kings,16,294,49.0,346,13.0,7.06,26.62,22.62
57434,2021,MM Ali,Chennai Super Kings,10,152,25.2,161,6.0,6.36,26.83,25.33
57458,2021,DJ Bravo,Chennai Super Kings,11,202,33.4,263,14.0,7.81,18.79,14.43
57508,2021,B Kumar,Sunrisers Hyderabad,11,252,42.0,335,6.0,7.98,55.83,42.0
57514,2021,Sandeep Sharma,Sunrisers Hyderabad,7,141,23.3,203,3.0,8.64,67.67,47.0
57532,2021,T Natarajan,Sunrisers Hyderabad,2,48,8.0,69,2.0,8.62,34.5,24.0
57538,2021,Mohammad Nabi,Sunrisers Hyderabad,3,48,8.0,86,2.0,10.75,43.0,24.0
57544,2021,Rashid Khan,Sunrisers Hyderabad,14,342,57.0,380,18.0,6.67,21.11,19.0
57562,2021,V Shankar,Sunrisers Hyderabad,5,66,11.0,100,3.0,9.09,33.33,22.0
57631,2021,Harbhajan Singh,Kolkata Knight Riders,3,42,7.0,63,,9.0,,
57637,2021,M Prasidh Krishna,Kolkata Knight Riders,10,231,38.3,351,12.0,9.12,29.25,19.25
57643,2021,Shakib Al Hasan,Kolkata Knight Riders,8,156,26.0,187,4.0,7.19,46.75,39.0
57661,2021,PJ Cummins,Kolkata Knight Riders,7,161,26.5,237,9.0,8.83,26.33,17.89
57673,2021,AD Russell,Kolkata Knight Riders,8,114,19.0,188,11.0,9.89,17.09,10.36
57685,2021,CV Varun,Kolkata Knight Riders,17,408,68.0,448,18.0,6.59,24.89,22.67
57756,2021,C Sakariya,Rajasthan Royals,14,312,52.0,426,14.0,8.19,30.43,22.29
57762,2021,Mustafizur Rahman,Rajasthan Royals,14,312,52.0,436,14.0,8.38,31.14,22.29
57775,2021,CH Morris,Rajasthan Royals,11,246,41.0,376,15.0,9.17,25.07,16.4
57795,2021,S Gopal,Rajasthan Royals,3,42,7.0,84,,12.0,,
57801,2021,BA Stokes,Rajasthan Royals,1,6,1.0,12,,12.0,,
57807,2021,R Tewatia,Rajasthan Royals,13,222,37.0,340,8.0,9.19,42.5,27.75
57813,2021,R Parag,Rajasthan Royals,6,37,6.1,73,1.0,11.84,73.0,37.0
57831,2021,S Dube,Rajasthan Royals,4,30,5.0,49,,9.8,,
57882,2021,Mohammed Shami,Punjab Kings,14,316,52.4,395,19.0,7.5,20.79,16.63
57888,2021,JA Richardson,Punjab Kings,3,66,11.0,117,3.0,10.64,39.0,22.0
57901,2021,Arshdeep Singh,Punjab Kings,12,249,41.3,342,18.0,8.24,19.0,13.83
57907,2021,RP Meredith,Punjab Kings,5,103,17.1,169,4.0,9.84,42.25,25.75
57919,2021,M Ashwin,Punjab Kings,3,66,11.0,97,1.0,8.82,97.0,66.0
58175,2021,KA Pollard,Mumbai Indians,9,80,13.2,95,5.0,7.12,19.0,16.0
58211,2021,RG Sharma,Mumbai Indians,2,7,1.1,13,,11.14,,
58260,2021,JO Holder,Sunrisers Hyderabad,8,191,31.5,247,16.0,7.76,15.44,11.94
58280,2021,S Nadeem,Sunrisers Hyderabad,1,24,4.0,36,1.0,9.0,36.0,24.0
58513,2021,JD Unadkat,Rajasthan Royals,6,132,22.0,168,4.0,7.64,42.0,33.0
58649,2021,K Rabada,Delhi Capitals,15,336,56.0,456,15.0,8.14,30.4,22.4
58976,2021,KK Ahmed,Sunrisers Hyderabad,7,162,27.0,219,5.0,8.11,43.8,32.4
58983,2021,Mujeeb Ur Rahman,Sunrisers Hyderabad,1,24,4.0,29,2.0,7.25,14.5,12.0
59002,2021,Abhishek Sharma,Sunrisers Hyderabad,6,60,10.0,64,4.0,6.4,16.0,15.0
59113,2021,AF Milne,Mumbai Indians,4,84,14.0,131,4.0,9.36,32.75,21.0
59405,2021,GJ Maxwell,Royal Challengers Bangalore,6,96,16.0,135,3.0,8.44,45.0,32.0
59472,2021,LI Meriwala,Delhi Capitals,1,18,3.0,32,1.0,10.67,32.0,18.0
59509,2021,Lalit Yadav,Delhi Capitals,5,84,14.0,101,4.0,7.21,25.25,21.0
59600,2021,Jalaj S Saxena,Punjab Kings,1,18,3.0,27,,9.0,,
59624,2021,DJ Hooda,Punjab Kings,7,96,16.0,136,2.0,8.5,68.0,48.0
60087,2021,J Yadav,Mumbai Indians,5,102,17.0,130,2.0,7.65,65.0,51.0
60226,2021,S Kaul,Sunrisers Hyderabad,8,180,30.0,247,7.0,8.23,35.29,25.71
60328,2021,FA Allen,Punjab Kings,3,66,11.0,90,1.0,8.18,90.0,66.0
60347,2021,MC Henriques,Punjab Kings,5,60,10.0,45,4.0,4.5,11.25,15.0
60450,2021,SP Narine,Kolkata Knight Riders,14,336,56.0,361,16.0,6.45,22.56,21.0
60499,2021,KL Nagarkoti,Kolkata Knight Riders,1,12,2.0,25,,12.5,,
60586,2021,L Ngidi,Chennai Super Kings,3,72,12.0,125,5.0,10.42,25.0,14.4
60720,2021,KW Richardson,Royal Challengers Bangalore,1,18,3.0,29,1.0,9.67,29.0,18.0
60955,2021,Ravi Bishnoi,Punjab Kings,9,216,36.0,230,12.0,6.39,19.17,18.0
61277,2021,Shivam Mavi,Kolkata Knight Riders,9,193,32.1,233,11.0,7.24,21.18,17.55
61428,2021,Navdeep Saini,Royal Challengers Bangalore,2,24,4.0,52,,13.0,,
61567,2021,Imran Tahir,Chennai Super Kings,1,24,4.0,16,2.0,4.0,8.0,12.0
61678,2021,J Suchith,Sunrisers Hyderabad,2,42,7.0,66,,9.43,,
61795,2021,AR Patel,Delhi Capitals,12,282,47.0,312,15.0,6.64,20.8,18.8
62074,2021,CJ Jordan,Punjab Kings,4,72,12.0,96,4.0,8.0,24.0,18.0
62132,2021,I Sharma,Delhi Capitals,3,72,12.0,97,1.0,8.08,97.0,72.0
62254,2021,DR Sams,Royal Challengers Bangalore,2,36,6.0,39,1.0,6.5,39.0,36.0
62646,2021,NM Coulter-Nile,Mumbai Indians,5,120,20.0,127,7.0,6.35,18.14,17.14
63238,2021,Harpreet Brar,Punjab Kings,7,138,23.0,139,5.0,6.04,27.8,27.6
63330,2021,DS Kulkarni,Mumbai Indians,1,24,4.0,48,,12.0,,
63366,2021,JDS Neesham,Mumbai Indians,3,54,9.0,66,5.0,7.33,13.2,10.8
63708,2021,Kartik Tyagi,Rajasthan Royals,4,84,14.0,124,4.0,8.86,31.0,21.0
64079,2021,LH Ferguson,Kolkata Knight Riders,8,180,30.0,224,13.0,7.47,17.23,13.85
64205,2021,PWH de Silva,Royal Challengers Bangalore,2,36,6.0,60,,10.0,,
64274,2021,Umran Malik,Sunrisers Hyderabad,3,72,12.0,96,2.0,8.0,48.0,36.0
64386,2021,PP Chawla,Mumbai Indians,1,24,4.0,38,1.0,9.5,38.0,24.0
64498,2021,Akash Singh,Rajasthan Royals,1,24,4.0,39,,9.75,,
64540,2021,M Markande,Rajasthan Royals,1,18,3.0,26,,8.67,,
64577,2021,GD Phillips,Rajasthan Royals,2,12,2.0,20,1.0,10.0,20.0,12.0
64629,2021,JR Hazlewood,Chennai Super Kings,9,210,35.0,293,11.0,8.37,26.64,19.09
64659,2021,KM Asif,Chennai Super Kings,1,13,2.1,18,1.0,8.31,18.0,13.0
64734,2021,AK Markram,Punjab Kings,2,24,4.0,23,,5.75,,
64865,2021,GHS Garton,Royal Challengers Bangalore,5,90,15.0,135,3.0,9.0,45.0,30.0
65231,2021,S Sandeep Warrier,Kolkata Knight Riders,1,12,2.0,15,,7.5,,
65237,2021,TG Southee,Kolkata Knight Riders,3,72,12.0,95,3.0,7.92,31.67,24.0
65298,2021,VR Iyer,Kolkata Knight Riders,4,51,8.3,69,3.0,8.12,23.0,17.0
65355,2021,A Nortje,Delhi Capitals,8,182,30.2,187,12.0,6.16,15.58,15.17
65615,2021,K Yadav,Rajasthan Royals,1,12,2.0,16,,8.0,,
66100,2021,N Rana,Kolkata Knight Riders,2,12,2.0,12,,6.0,,
66327,2021,MK Lomror,Rajasthan Royals,4,42,7.0,47,1.0,6.71,47.0,42.0
66359,2021,T Shamsi,Rajasthan Royals,1,24,4.0,34,,8.5,,
66975,2021,NT Ellis,Punjab Kings,3,66,11.0,90,1.0,8.18,90.0,66.0
67478,2021,RV Patel,Delhi Capitals,1,18,3.0,22,,7.33,,
68823,2021,Abdul Samad,Sunrisers Hyderabad,1,6,1.0,9,1.0,9.0,9.0,6.0
69722,2021,IC Porel,Punjab Kings,1,24,4.0,39,1.0,9.75,39.0,24.0
69753,2021,AU Rashid,Punjab Kings,1,18,3.0,35,,11.67,,
71444,2022,UT Yadav,Kolkata Knight Riders,12,288,48.0,339,16.0,7.06,21.19,18.0
71453,2022,Shivam Mavi,Kolkata Knight Riders,6,132,22.0,227,5.0,10.32,45.4,26.4
71477,2022,CV Varun,Kolkata Knight Riders,11,234,39.0,332,6.0,8.51,55.33,39.0
71483,2022,SP Narine,Kolkata Knight Riders,14,336,56.0,312,9.0,5.57,34.67,37.33
71508,2022,AD Russell,Kolkata Knight Riders,13,169,28.1,278,17.0,9.87,16.35,9.94
71570,2022,TU Deshpande,Chennai Super Kings,2,42,7.0,63,1.0,9.0,63.0,42.0
71576,2022,AF Milne,Chennai Super Kings,1,15,2.3,19,,7.6,,
71600,2022,MJ Santner,Chennai Super Kings,6,114,19.0,130,4.0,6.84,32.5,28.5
71606,2022,DJ Bravo,Chennai Super Kings,10,206,34.2,299,16.0,8.71,18.69,12.88
71612,2022,S Dube,Chennai Super Kings,2,12,2.0,36,,18.0,,
71630,2022,RA Jadeja,Chennai Super Kings,10,198,33.0,248,5.0,7.52,49.6,39.6
71681,2022,SN Thakur,Delhi Capitals,14,290,48.2,473,15.0,9.79,31.53,19.33
71687,2022,KK Ahmed,Delhi Capitals,10,235,39.1,315,16.0,8.04,19.69,14.69
71699,2022,AR Patel,Delhi Capitals,13,258,43.0,321,6.0,7.47,53.5,43.0
71705,2022,KL Nagarkoti,Delhi Capitals,1,12,2.0,29,,14.5,,
71718,2022,Kuldeep Yadav,Delhi Capitals,14,298,49.4,419,21.0,8.44,19.95,14.19
71748,2022,Lalit Yadav,Delhi Capitals,8,108,18.0,150,4.0,8.33,37.5,27.0
71803,2022,DR Sams,Mumbai Indians,11,252,42.0,370,13.0,8.81,28.46,19.38
71811,2022,JJ Bumrah,Mumbai Indians,14,320,53.2,383,15.0,7.18,25.53,21.33
71817,2022,Basil Thampi,Mumbai Indians,5,96,16.0,152,5.0,9.5,30.4,19.2
71823,2022,M Ashwin,Mumbai Indians,8,174,29.0,228,9.0,7.86,25.33,19.33
71829,2022,TS Mills,Mumbai Indians,5,102,17.0,190,6.0,11.18,31.67,17.0
71920,2022,Sandeep Sharma,Punjab Kings,5,120,20.0,153,2.0,7.65,76.5,60.0
71926,2022,Arshdeep Singh,Punjab Kings,14,300,50.0,385,10.0,7.7,38.5,30.0
71940,2022,OF Smith,Punjab Kings,6,90,15.0,178,6.0,11.87,29.67,15.0
71959,2022,RD Chahar,Punjab Kings,13,280,46.4,360,14.0,7.71,25.71,20.0
71965,2022,Harpreet Brar,Punjab Kings,5,96,16.0,146,4.0,9.12,36.5,24.0
71990,2022,LS Livingstone,Punjab Kings,12,138,23.0,202,6.0,8.78,33.67,23.0
72047,2022,DJ Willey,Royal Challengers Bangalore,4,66,11.0,72,1.0,6.55,72.0,66.0
72053,2022,Mohammed Siraj,Royal Challengers Bangalore,15,306,51.0,514,9.0,10.08,57.11,34.0
72079,2022,Shahbaz Ahmed,Royal Challengers Bangalore,14,210,35.0,336,4.0,9.6,84.0,52.5
72085,2022,Akash Deep,Royal Challengers Bangalore,5,113,18.5,205,5.0,10.88,41.0,22.6
72091,2022,PWH de Silva,Royal Challengers Bangalore,16,342,57.0,430,26.0,7.54,16.54,13.15
72097,2022,HV Patel,Royal Challengers Bangalore,15,321,53.3,410,19.0,7.66,21.58,16.89
72173,2022,Mohammed Shami,Gujarat Titans,16,366,61.0,488,20.0,8.0,24.4,18.3
72179,2022,VR Aaron,Gujarat Titans,2,30,5.0,52,2.0,10.4,26.0,15.0
72205,2022,LH Ferguson,Gujarat Titans,13,286,47.4,427,12.0,8.96,35.58,23.83
72212,2022,HH Pandya,Gujarat Titans,10,183,30.3,222,8.0,7.28,27.75,22.88
72230,2022,Rashid Khan,Gujarat Titans,16,383,63.5,421,19.0,6.6,22.16,20.16
72297,2022,PVD Chameera,Lucknow Super Giants,12,264,44.0,384,9.0,8.73,42.67,29.33
72304,2022,Avesh Khan,Lucknow Super Giants,13,286,47.4,416,19.0,8.73,21.89,15.05
72316,2022,Mohsin Khan,Lucknow Super Giants,9,198,33.0,197,14.0,5.97,14.07,14.14
72328,2022,Ravi Bishnoi,Lucknow Super Giants,14,324,54.0,456,13.0,8.44,35.08,24.92
72335,2022,KH Pandya,Lucknow Super Giants,12,228,38.0,265,10.0,6.97,26.5,22.8
72365,2022,DJ Hooda,Lucknow Super Giants,2,24,4.0,43,1.0,10.75,43.0,24.0
72418,2022,B Kumar,Sunrisers Hyderabad,14,313,52.1,383,12.0,7.34,31.92,26.08
72425,2022,R Shepherd,Sunrisers Hyderabad,3,54,9.0,98,3.0,10.89,32.67,18.0
72438,2022,Umran Malik,Sunrisers Hyderabad,14,295,49.1,444,22.0,9.03,20.18,13.41
72445,2022,Washington Sundar,Sunrisers Hyderabad,8,168,28.0,239,6.0,8.54,39.83,28.0
72452,2022,T Natarajan,Sunrisers Hyderabad,11,258,43.0,406,18.0,9.44,22.56,14.33
72465,2022,Abhishek Sharma,Sunrisers Hyderabad,3,24,4.0,38,,9.5,,
72548,2022,TA Boult,Rajasthan Royals,16,372,62.0,492,16.0,7.94,30.75,23.25
72554,2022,M Prasidh Krishna,Rajasthan Royals,17,399,66.3,551,19.0,8.29,29.0,21.0
