index,season,player,team,innings,runs,balls,strike_rate,dismissals,average
28856,2019,MA Agarwal,Kings XI Punjab,13,332,234,141.88,13.0,25.54
28858,2019,CH Gayle,Kings XI Punjab,13,490,319,153.61,12.0,40.83
28909,2019,SN Khan,Kings XI Punjab,5,180,141,127.66,4.0,45.0
28953,2019,N Pooran,Kings XI Punjab,6,168,107,157.01,6.0,28.0
28977,2019,Mandeep Singh,Kings XI Punjab,12,165,120,137.5,4.0,41.25
28980,2019,AM Rahane,Rajasthan Royals,13,393,285,137.89,12.0,32.75
28986,2019,JC Buttler,Rajasthan Royals,8,311,206,150.97,8.0,38.88
29029,2019,SV Samson,Rajasthan Royals,11,342,231,148.05,10.0,34.2
29058,2019,SPD Smith,Rajasthan Royals,10,319,274,116.42,8.0,39.88
29085,2019,RA Tripathi,Rajasthan Royals,7,141,117,120.51,6.0,23.5
29086,2019,BA Stokes,Rajasthan Royals,9,123,97,126.8,6.0,20.5
29092,2019,K Gowtham,Rajasthan Royals,4,18,19,94.74,3.0,6.0
29095,2019,JC Archer,Rajasthan Royals,5,67,40,167.5,2.0,33.5
29097,2019,JD Unadkat,Rajasthan Royals,2,1,3,33.33,1.0,1.0
29100,2019,S Gopal,Rajasthan Royals,7,63,46,136.96,4.0,15.75
29101,2019,DS Kulkarni,Rajasthan Royals,1,5,3,166.67,0.0,5.0
29292,2019,MS Dhoni,Chennai Super Kings,12,416,305,136.39,5.0,83.2
29347,2019,DJ Bravo,Chennai Super Kings,8,80,66,121.21,5.0,16.0
29355,2019,SP Narine,Kolkata Knight Riders,8,143,85,168.24,8.0,17.88
29523,2019,DA Miller,Kings XI Punjab,10,213,164,129.88,8.0,26.62
29705,2019,M Markande,Mumbai Indians,1,6,5,120.0,1.0,6.0
29718,2019,JJ Bumrah,Mumbai Indians,1,0,1,0.0,0.0,0.0
30034,2019,KS Williamson,Sunrisers Hyderabad,9,156,129,120.93,7.0,22.29
30067,2019,Rashid Khan,Sunrisers Hyderabad,7,34,23,147.83,5.0,6.8
30333,2019,NS Naik,Kolkata Knight Riders,1,7,16,43.75,1.0,7.0
30444,2019,PP Chawla,Kolkata Knight Riders,5,42,37,113.51,3.0,14.0
30449,2019,Kuldeep Yadav,Kolkata Knight Riders,3,12,8,150.0,2.0,6.0
30573,2019,GH Vihari,Delhi Capitals,2,4,8,50.0,2.0,2.0
30758,2019,P Ray Barman,Royal Challengers Bangalore,1,19,24,79.17,1.0,19.0
31099,2019,SM Curran,Kings XI Punjab,8,95,55,172.73,4.0,23.75
31190,2019,GC Viljoen,Kings XI Punjab,3,3,7,42.86,2.0,1.5
31198,2019,R Ashwin,Kings XI Punjab,6,42,28,150.0,5.0,8.4
31204,2019,M Ashwin,Kings XI Punjab,3,3,5,60.0,1.0,3.0
31208,2019,Mohammed Shami,Kings XI Punjab,2,1,2,50.0,1.0,1.0
31315,2019,CH Morris,Delhi Capitals,6,32,37,86.49,6.0,5.33
31321,2019,HV Patel,Delhi Capitals,1,0,2,0.0,1.0,0.0
31327,2019,Avesh Khan,Delhi Capitals,1,4,3,133.33,0.0,4.0
31330,2019,K Rabada,Delhi Capitals,4,14,15,93.33,3.0,4.67
31331,2019,S Lamichhane,Delhi Capitals,1,0,1,0.0,1.0,0.0
31394,2019,MP Stoinis,Royal Challengers Bangalore,10,211,156,135.26,4.0,52.75
31813,2019,DL Chahar,Chennai Super Kings,2,7,9,77.78,2.0,3.5
31817,2019,SN Thakur,Chennai Super Kings,2,14,7,200.0,2.0,7.0
31828,2019,MM Sharma,Chennai Super Kings,1,0,2,0.0,0.0,0.0
32033,2019,DJ Hooda,Sunrisers Hyderabad,7,64,64,100.0,6.0,10.67
32051,2019,Mohammad Nabi,Sunrisers Hyderabad,7,121,77,157.14,7.0,17.29
32315,2019,F du Plessis,Chennai Super Kings,12,396,322,122.98,11.0,36.0
32592,2019,Ishan Kishan,Mumbai Indians,6,101,101,100.0,6.0,16.83
32662,2019,RD Chahar,Mumbai Indians,4,12,11,109.09,2.0,6.0
32783,2019,B Kumar,Sunrisers Hyderabad,4,12,19,63.16,3.0,4.0
32791,2019,Sandeep Sharma,Sunrisers Hyderabad,2,6,4,150.0,0.0,6.0
32793,2019,S Kaul,Sunrisers Hyderabad,1,0,1,0.0,1.0,0.0
32884,2019,AD Nath,Royal Challengers Bangalore,5,61,57,107.02,5.0,12.2
32902,2019,TG Southee,Royal Challengers Bangalore,1,9,9,100.0,0.0,9.0
32904,2019,P Negi,Royal Challengers Bangalore,4,9,12,75.0,4.0,2.25
33590,2019,M Prasidh Krishna,Kolkata Knight Riders,1,0,2,0.0,1.0,0.0
33592,2019,HF Gurney,Kolkata Knight Riders,1,1,5,20.0,0.0,1.0
33817,2019,KK Nair,Kings XI Punjab,1,5,6,83.33,1.0,5.0
33849,2019,SD Lad,Mumbai Indians,1,15,13,115.38,1.0,15.0
33947,2019,AS Joseph,Mumbai Indians,1,15,13,115.38,0.0,15.0
34040,2019,R Parag,Rajasthan Royals,5,160,127,125.98,5.0,32.0
34216,2019,MJ Santner,Chennai Super Kings,2,32,23,139.13,1.0,32.0
34220,2019,JL Denly,Kolkata Knight Riders,1,0,1,0.0,1.0,0.0
34319,2019,CR Brathwaite,Kolkata Knight Riders,2,11,10,110.0,2.0,5.5
34689,2019,LS Livingstone,Rajasthan Royals,4,70,48,145.83,3.0,23.33
35199,2019,C Munro,Delhi Capitals,4,84,70,120.0,4.0,21.0
35384,2019,RK Bhui,Sunrisers Hyderabad,1,7,12,58.33,1.0,7.0
35414,2019,Abhishek Sharma,Sunrisers Hyderabad,3,9,9,100.0,2.0,4.5
35428,2019,KK Ahmed,Sunrisers Hyderabad,1,0,1,0.0,1.0,0.0
35789,2019,Mujeeb Ur Rahman,Kings XI Punjab,2,0,4,0.0,1.0,0.0
35895,2019,AJ Turner,Rajasthan Royals,4,3,10,30.0,3.0,1.0
35902,2019,STR Binny,Rajasthan Royals,5,70,40,175.0,3.0,23.33
36000,2019,SW Billings,Chennai Super Kings,1,0,4,0.0,1.0,0.0
36375,2019,A Mishra,Delhi Capitals,4,21,24,87.5,2.0,10.5
36983,2019,Harpreet Brar,Kings XI Punjab,1,20,12,166.67,0.0,20.0
37126,2019,SE Rutherford,Delhi Capitals,7,73,54,135.19,5.0,14.6
37183,2019,RK Singh,Kolkata Knight Riders,3,37,34,108.82,2.0,18.5
37249,2019,Y Prithvi Raj,Kolkata Knight Riders,1,0,1,0.0,0.0,0.0
37253,2019,KC Cariappa,Kolkata Knight Riders,1,9,3,300.0,0.0,9.0
38590,2019,E Lewis,Mumbai Indians,3,48,52,92.31,3.0,16.0
38696,2019,M Vijay,Chennai Super Kings,2,64,61,104.92,2.0,32.0
38740,2019,DR Shorey,Chennai Super Kings,1,5,8,62.5,1.0,5.0
38802,2019,Harbhajan Singh,Chennai Super Kings,1,1,3,33.33,1.0,1.0
38900,2019,Shakib Al Hasan,Sunrisers Hyderabad,1,9,10,90.0,1.0,9.0
38907,2019,WP Saha,Sunrisers Hyderabad,5,86,53,162.26,5.0,17.2
39238,2019,H Klaasen,Royal Challengers Bangalore,2,9,9,100.0,2.0,4.5
39243,2019,Gurkeerat Singh,Royal Challengers Bangalore,3,98,70,140.0,3.0,32.67
39282,2019,Washington Sundar,Royal Challengers Bangalore,2,1,3,33.33,2.0,0.5
39529,2019,BB Sran,Mumbai Indians,1,3,3,100.0,0.0,3.0
39753,2019,P Simran Singh,Kings XI Punjab,1,16,17,94.12,1.0,16.0
40040,2019,J Suchith,Delhi Capitals,1,6,15,40.0,1.0,6.0
40064,2019,TA Boult,Delhi Capitals,2,7,4,175.0,1.0,7.0
40192,2019,MJ Guptill,Sunrisers Hyderabad,3,82,54,151.85,3.0,27.33
40429,2019,AJ Tye,Kings XI Punjab,1,0,2,0.0,0.0,0.0
40577,2019,MK Lomror,Rajasthan Royals,1,8,3,266.67,1.0,8.0
40634,2019,IS Sodhi,Rajasthan Royals,1,6,11,54.55,1.0,6.0
40662,2019,VR Aaron,Rajasthan Royals,1,3,7,42.86,0.0,3.0
41849,2019,Basil Thampi,Sunrisers Hyderabad,1,1,1,100.0,0.0,1.0
42094,2019,I Sharma,Delhi Capitals,1,10,3,333.33,0.0,10.0
42460,2020/21,RG Sharma,Mumbai Indians,12,334,262,127.48,12.0,27.83
42462,2020/21,Q de Kock,Mumbai Indians,16,506,360,140.56,15.0,33.73
42490,2020/21,SA Yadav,Mumbai Indians,15,480,330,145.45,12.0,40.0
42493,2020/21,SS Tiwary,Mumbai Indians,5,103,80,128.75,5.0,20.6
42531,2020/21,HH Pandya,Mumbai Indians,13,283,158,179.11,9.0,31.44
42549,2020/21,KA Pollard,Mumbai Indians,12,281,149,188.59,6.0,46.83
42553,2020/21,KH Pandya,Mumbai Indians,11,109,92,118.48,6.0,18.17
42561,2020/21,JL Pattinson,Mumbai Indians,2,15,13,115.38,1.0,15.0
42573,2020/21,RD Chahar,Mumbai Indians,1,2,4,50.0,0.0,2.0
42578,2020/21,TA Boult,Mumbai Indians,1,0,1,0.0,1.0,0.0
42579,2020/21,JJ Bumrah,Mumbai Indians,1,5,3,166.67,0.0,5.0
42584,2020/21,M Vijay,Chennai Super Kings,3,32,43,74.42,3.0,10.67
42585,2020/21,SR Watson,Chennai Super Kings,11,299,247,121.05,10.0,29.9
42597,2020/21,F du Plessis,Chennai Super Kings,13,449,319,140.75,11.0,40.82
42599,2020/21,AT Rayudu,Chennai Super Kings,11,359,279,128.67,9.0,39.89
42684,2020/21,RA Jadeja,Chennai Super Kings,11,232,134,173.13,5.0,46.4
42691,2020/21,SM Curran,Chennai Super Kings,11,186,141,131.91,8.0,23.25
42700,2020/21,MS Dhoni,Chennai Super Kings,12,200,173,115.61,8.0,25.0
42704,2020/21,PP Shaw,Delhi Capitals,13,228,167,136.53,13.0,17.54
42709,2020/21,S Dhawan,Delhi Capitals,17,618,426,145.07,14.0,44.14
42714,2020/21,SO Hetmyer,Delhi Capitals,11,185,124,149.19,8.0,23.12
42728,2020/21,SS Iyer,Delhi Capitals,17,519,421,123.28,15.0,34.6
42731,2020/21,RR Pant,Delhi Capitals,14,345,301,114.62,11.0,31.36
42793,2020/21,AR Patel,Delhi Capitals,9,117,83,140.96,8.0,14.62
42797,2020/21,MP Stoinis,Delhi Capitals,17,352,236,149.15,14.0,25.14
42806,2020/21,R Ashwin,Delhi Capitals,5,37,34,108.82,3.0,12.33
42831,2020/21,A Nortje,Delhi Capitals,3,7,6,116.67,1.0,7.0
42832,2020/21,KL Rahul,Kings XI Punjab,14,676,518,130.5,14.0,48.29
42835,2020/21,MA Agarwal,Kings XI Punjab,11,432,272,158.82,11.0,39.27
42861,2020/21,KK Nair,Kings XI Punjab,3,16,14,114.29,2.0,8.0
42866,2020/21,N Pooran,Kings XI Punjab,14,353,209,168.9,12.0,29.42
42869,2020/21,GJ Maxwell,Kings XI Punjab,11,108,106,101.89,7.0,15.43
42874,2020/21,SN Khan,Kings XI Punjab,3,33,29,113.79,2.0,16.5
42897,2020/21,K Gowtham,Kings XI Punjab,2,42,27,155.56,1.0,42.0
42927,2020/21,CJ Jordan,Kings XI Punjab,4,29,31,93.55,3.0,9.67
42960,2020/21,Shubman Gill,Kolkata Knight Riders,14,440,373,117.96,13.0,33.85
42963,2020/21,RA Tripathi,Kolkata Knight Riders,11,230,181,127.07,10.0,23.0
42970,2020/21,N Rana,Kolkata Knight Riders,14,352,255,138.04,14.0,25.14
42971,2020/21,T Banton,Kolkata Knight Riders,2,18,20,90.0,2.0,9.0
42979,2020/21,KD Karthik,Kolkata Knight Riders,14,169,136,124.26,12.0,14.08
42982,2020/21,EJG Morgan,Kolkata Knight Riders,14,419,304,137.83,10.0,41.9
43013,2020/21,PJ Cummins,Kolkata Knight Riders,10,146,114,128.07,7.0,20.86
43040,2020/21,Kuldeep Yadav,Kolkata Knight Riders,2,13,21,61.9,1.0,13.0
43055,2020/21,LH Ferguson,Kolkata Knight Riders,2,43,29,148.28,0.0,43.0
43081,2020/21,D Padikkal,Royal Challengers Bangalore,15,473,380,124.47,15.0,31.53
43083,2020/21,AJ Finch,Royal Challengers Bangalore,12,268,240,111.67,12.0,22.33
43122,2020/21,Gurkeerat Singh,Royal Challengers Bangalore,5,71,80,88.75,0.0,71.0
43126,2020/21,V Kohli,Royal Challengers Bangalore,15,471,386,122.02,11.0,42.82
43193,2020/21,Ishan Kishan,Mumbai Indians,13,516,354,145.76,9.0,57.33
43264,2020/21,NM Coulter-Nile,Mumbai Indians,2,25,15,166.67,1.0,25.0
43282,2020/21,DS Kulkarni,Mumbai Indians,1,3,2,150.0,0.0,3.0
43285,2020/21,DA Warner,Sunrisers Hyderabad,16,548,408,134.31,15.0,36.53
43289,2020/21,WP Saha,Sunrisers Hyderabad,4,214,153,139.87,3.0,71.33
43392,2020/21,YBK Jaiswal,Rajasthan Royals,3,40,44,90.91,3.0,13.33
43395,2020/21,SPD Smith,Rajasthan Royals,14,311,235,132.34,12.0,25.92
43407,2020/21,SV Samson,Rajasthan Royals,14,375,236,158.9,13.0,28.85
43468,2020/21,RV Uthappa,Rajasthan Royals,12,196,165,118.79,12.0,16.33
43482,2020/21,R Tewatia,Rajasthan Royals,11,255,182,140.11,6.0,42.5
43495,2020/21,R Parag,Rajasthan Royals,8,86,77,111.69,7.0,12.29
43500,2020/21,TK Curran,Rajasthan Royals,4,83,62,133.87,1.0,83.0
43510,2020/21,JC Archer,Rajasthan Royals,10,113,61,185.25,6.0,18.83
43574,2020/21,RD Gaikwad,Chennai Super Kings,6,204,169,120.71,4.0,51.0
43576,2020/21,KM Jadhav,Chennai Super Kings,5,62,66,93.94,3.0,20.67
43689,2020/21,SP Narine,Kolkata Knight Riders,9,121,85,142.35,9.0,13.44
43769,2020/21,AM Rahane,Delhi Capitals,8,113,107,105.61,8.0,14.12
43867,2020/21,K Rabada,Delhi Capitals,6,56,49,114.29,4.0,14.0
43887,2020/21,TU Deshpande,Delhi Capitals,2,21,12,175.0,1.0,21.0
43896,2020/21,Mandeep Singh,Kings XI Punjab,7,130,109,119.27,6.0,21.67
43924,2020/21,CH Gayle,Kings XI Punjab,7,295,212,139.15,7.0,42.14
43978,2020/21,DJ Hooda,Kings XI Punjab,5,102,72,141.67,1.0,102.0
44003,2020/21,M Ashwin,Kings XI Punjab,1,4,4,100.0,1.0,4.0
44026,2020/21,JM Bairstow,Sunrisers Hyderabad,11,345,273,126.37,11.0,31.36
44059,2020/21,MK Pandey,Sunrisers Hyderabad,15,425,334,127.25,13.0,32.69
44065,2020/21,Abdul Samad,Sunrisers Hyderabad,7,113,67,168.66,6.0,18.83
44074,2020/21,V Shankar,Sunrisers Hyderabad,5,97,96,101.04,4.0,24.25
44120,2020/21,JO Holder,Sunrisers Hyderabad,4,66,54,122.22,2.0,33.0
44130,2020/21,PK Garg,Sunrisers Hyderabad,10,133,109,122.02,9.0,14.78
44134,2020/21,Rashid Khan,Sunrisers Hyderabad,6,35,29,120.69,4.0,8.75
44136,2020/21,Sandeep Sharma,Sunrisers Hyderabad,6,12,15,80.0,2.0,6.0
44140,2020/21,KK Ahmed,Sunrisers Hyderabad,1,0,2,0.0,1.0,0.0
44142,2020/21,JR Philippe,Royal Challengers Bangalore,5,78,77,101.3,4.0,19.5
44212,2020/21,AB de Villiers,Royal Challengers Bangalore,14,460,289,159.17,10.0,46.0
44235,2020/21,S Dube,Royal Challengers Bangalore,9,129,106,121.7,7.0,18.43
44245,2020/21,CH Morris,Royal Challengers Bangalore,5,34,21,161.9,4.0,8.5
44248,2020/21,Washington Sundar,Royal Challengers Bangalore,9,111,95,116.84,6.0,18.5
44471,2020/21,HV Patel,Delhi Capitals,2,21,24,87.5,2.0,10.5
44515,2020/21,JC Buttler,Rajasthan Royals,12,328,228,143.86,10.0,32.8
44580,2020/21,MK Lomror,Rajasthan Royals,3,59,54,109.26,3.0,19.67
44589,2020/21,AJ Tye,Rajasthan Royals,1,6,6,100.0,1.0,6.0
44610,2020/21,S Gopal,Rajasthan Royals,5,37,39,94.87,4.0,9.25
44623,2020/21,Kartik Tyagi,Rajasthan Royals,2,4,6,66.67,1.0,4.0
44636,2020/21,VR Aaron,Rajasthan Royals,2,1,10,10.0,1.0,1.0
44729,2020/21,AD Russell,Kolkata Knight Riders,9,117,81,144.44,9.0,13.0
44758,2020/21,KL Nagarkoti,Kolkata Knight Riders,6,22,31,70.97,3.0,7.33
44763,2020/21,Shivam Mavi,Kolkata Knight Riders,3,10,14,71.43,2.0,5.0
44764,2020/21,CV Varun,Kolkata Knight Riders,3,10,15,66.67,2.0,5.0
45002,2020/21,I Udana,Royal Challengers Bangalore,4,15,11,136.36,3.0,5.0
45004,2020/21,Mohammed Siraj,Royal Challengers Bangalore,3,17,14,121.43,1.0,17.0
45057,2020/21,KS Williamson,Sunrisers Hyderabad,11,317,237,133.76,7.0,45.29
45082,2020/21,Abhishek Sharma,Sunrisers Hyderabad,7,71,56,126.79,5.0,14.2
45311,2020/21,JDS Neesham,Kings XI Punjab,3,19,18,105.56,2.0,9.5
45334,2020/21,Ravi Bishnoi,Kings XI Punjab,2,7,12,58.33,1.0,7.0
45342,2020/21,Mohammed Shami,Kings XI Punjab,2,2,3,66.67,1.0,2.0
45569,2020/21,JD Unadkat,Rajasthan Royals,1,9,13,69.23,1.0,9.0
45594,2020/21,AS Rajpoot,Rajasthan Royals,2,9,10,90.0,1.0,9.0
45722,2020/21,Shahbaz Ahmed,Royal Challengers Bangalore,1,1,1,100.0,0.0,1.0
46200,2020/21,BA Stokes,Rajasthan Royals,8,285,200,142.5,7.0,40.71
46544,2020/21,NS Naik,Kolkata Knight Riders,1,1,3,33.33,1.0,1.0
46795,2020/21,AT Carey,Delhi Capitals,3,32,29,110.34,2.0,16.0
47033,2020/21,UT Yadav,Royal Challengers Bangalore,1,0,2,0.0,1.0,0.0
47036,2020/21,Navdeep Saini,Royal Challengers Bangalore,3,27,27,100.0,1.0,27.0
47046,2020/21,DW Steyn,Royal Challengers Bangalore,1,1,2,50.0,0.0,1.0
47049,2020/21,YS Chahal,Royal Challengers Bangalore,2,1,4,25.0,1.0,1.0
49187,2020/21,MM Ali,Royal Challengers Bangalore,3,12,16,75.0,3.0,4.0
49397,2020/21,M Prasidh Krishna,Kolkata Knight Riders,2,2,4,50.0,0.0,2.0
49522,2020/21,N Jagadeesan,Chennai Super Kings,2,33,29,113.79,2.0,16.5
49554,2020/21,DL Chahar,Chennai Super Kings,3,7,12,58.33,1.0,7.0
49568,2020/21,SN Thakur,Chennai Super Kings,2,12,21,57.14,1.0,12.0
49605,2020/21,Imran Tahir,Chennai Super Kings,1,13,10,130.0,0.0,13.0
50198,2020/21,P Simran Singh,Kings XI Punjab,2,15,15,100.0,2.0,7.5
50698,2020/21,DJ Bravo,Chennai Super Kings,2,7,6,116.67,2.0,3.5
51423,2020/21,S Nadeem,Sunrisers Hyderabad,2,7,8,87.5,1.0,7.0
51436,2020/21,T Natarajan,Sunrisers Hyderabad,2,3,5,60.0,0.0,3.0
52887,2020/21,B Kumar,Sunrisers Hyderabad,1,0,2,0.0,1.0,0.0
52892,2020/21,MR Marsh,Sunrisers Hyderabad,1,0,1,0.0,1.0,0.0
52995,2020/21,P Dubey,Delhi Capitals,1,7,13,53.85,0.0,7.0
53162,2020/21,RK Singh,Kolkata Knight Riders,1,11,11,100.0,1.0,11.0
54784,2020/21,Mujeeb Ur Rahman,Kings XI Punjab,1,1,3,33.33,1.0,1.0
54804,2020/21,SS Cottrell,Kings XI Punjab,1,0,2,0.0,1.0,0.0
54807,2020/21,Arshdeep Singh,Kings XI Punjab,1,0,3,0.0,1.0,0.0
55409,2020/21,Mohammad Nabi,Sunrisers Hyderabad,1,11,8,137.5,0.0,11.0
56254,2020/21,DR Sams,Delhi Capitals,1,0,2,0.0,1.0,0.0
56413,2020/21,SP Goswami,Sunrisers Hyderabad,2,0,4,0.0,2.0,0.0
57019,2021,RG Sharma,Mumbai Indians,13,381,298,127.85,13.0,29.31
57026,2021,CA Lynn,Mumbai Indians,1,49,35,140.0,1.0,49.0
57043,2021,SA Yadav,Mumbai Indians,14,317,221,143.44,14.0,22.64
57088,2021,Ishan Kishan,Mumbai Indians,10,241,178,135.39,9.0,26.78
57099,2021,HH Pandya,Mumbai Indians,11,127,112,113.39,9.0,14.11
57120,2021,KA Pollard,Mumbai Indians,13,245,164,149.39,8.0,30.62
57128,2021,KH Pandya,Mumbai Indians,12,143,122,117.21,10.0,14.3
57139,2021,M Jansen,Mumbai Indians,2,0,3,0.0,2.0,0.0
57141,2021,JJ Bumrah,Mumbai Indians,7,16,17,94.12,2.0,8.0
57143,2021,Washington Sundar,Royal Challengers Bangalore,4,31,47,65.96,4.0,7.75
57148,2021,V Kohli,Royal Challengers Bangalore,15,405,337,120.18,14.0,28.93
57171,2021,RM Patidar,Royal Challengers Bangalore,4,71,63,112.7,4.0,17.75
57181,2021,GJ Maxwell,Royal Challengers Bangalore,14,513,354,144.92,12.0,42.75
57223,2021,AB de Villiers,Royal Challengers Bangalore,14,313,211,148.34,10.0,31.3
57233,2021,Shahbaz Ahmed,Royal Challengers Bangalore,7,59,53,111.32,7.0,8.43
57242,2021,DT Christian,Royal Challengers Bangalore,7,14,24,58.33,6.0,2.33
57248,2021,KA Jamieson,Royal Challengers Bangalore,7,65,55,118.18,4.0,16.25
57264,2021,HV Patel,Royal Challengers Bangalore,7,59,46,128.26,4.0,14.75
57267,2021,Mohammed Siraj,Royal Challengers Bangalore,4,20,26,76.92,1.0,20.0
57269,2021,RD Gaikwad,Chennai Super Kings,16,635,465,136.56,14.0,45.36
57273,2021,F du Plessis,Chennai Super Kings,16,633,458,138.21,14.0,45.21
57280,2021,MM Ali,Chennai Super Kings,15,357,261,136.78,14.0,25.5
57283,2021,SK Raina,Chennai Super Kings,11,160,127,125.98,9.0,17.78
57324,2021,AT Rayudu,Chennai Super Kings,13,257,168,152.98,10.0,25.7
57356,2021,RA Jadeja,Chennai Super Kings,11,227,156,145.51,3.0,75.67
57362,2021,MS Dhoni,Chennai Super Kings,11,114,107,106.54,7.0,16.29
57364,2021,SM Curran,Chennai Super Kings,4,56,29,193.1,3.0,18.67
57392,2021,PP Shaw,Delhi Capitals,15,479,300,159.67,15.0,31.93
57395,2021,S Dhawan,Delhi Capitals,16,587,472,124.36,15.0,39.13
57475,2021,RR Pant,Delhi Capitals,16,424,330,128.48,12.0,35.33
57494,2021,MP Stoinis,Delhi Capitals,7,89,71,125.35,4.0,22.25
57508,2021,N Rana,Kolkata Knight Riders,16,383,315,121.59,13.0,29.46
57514,2021,Shubman Gill,Kolkata Knight Riders,17,478,402,118.91,17.0,28.12
57551,2021,RA Tripathi,Kolkata Knight Riders,16,397,282,140.78,14.0,28.36
57601,2021,AD Russell,Kolkata Knight Riders,8,183,118,155.08,7.0,26.14
57610,2021,EJG Morgan,Kolkata Knight Riders,15,133,141,94.33,12.0,11.08
57615,2021,KD Karthik,Kolkata Knight Riders,15,223,170,131.18,10.0,22.3
57616,2021,Shakib Al Hasan,Kolkata Knight Riders,6,47,48,97.92,5.0,9.4
57631,2021,WP Saha,Sunrisers Hyderabad,9,131,140,93.57,9.0,14.56
57634,2021,DA Warner,Sunrisers Hyderabad,8,197,182,108.24,8.0,24.62
57640,2021,MK Pandey,Sunrisers Hyderabad,8,292,235,124.26,6.0,48.67
57644,2021,JM Bairstow,Sunrisers Hyderabad,7,248,175,141.71,6.0,41.33
57712,2021,Mohammad Nabi,Sunrisers Hyderabad,3,34,20,170.0,3.0,11.33
57733,2021,V Shankar,Sunrisers Hyderabad,5,58,52,111.54,5.0,11.6
57745,2021,Abdul Samad,Sunrisers Hyderabad,10,111,87,127.59,9.0,12.33
57756,2021,KL Rahul,Punjab Kings,13,626,450,139.11,10.0,62.6
57758,2021,MA Agarwal,Punjab Kings,12,441,312,141.35,11.0,40.09
57773,2021,CH Gayle,Punjab Kings,10,193,154,125.32,9.0,21.44
57818,2021,DJ Hooda,Punjab Kings,11,160,122,131.15,10.0,16.0
57867,2021,N Pooran,Punjab Kings,10,85,76,111.84,11.0,7.73
57869,2021,M Shahrukh Khan,Punjab Kings,10,153,114,134.21,7.0,21.86
57880,2021,JA Richardson,Punjab Kings,2,15,24,62.5,2.0,7.5
57882,2021,BA Stokes,Rajasthan Royals,1,0,3,0.0,1.0,0.0
57885,2021,SV Samson,Rajasthan Royals,14,484,354,136.72,12.0,40.33
57888,2021,M Vohra,Rajasthan Royals,4,42,39,107.69,4.0,10.5
57903,2021,JC Buttler,Rajasthan Royals,7,254,165,153.94,7.0,36.29
57929,2021,S Dube,Rajasthan Royals,9,230,193,119.17,8.0,28.75
57963,2021,R Parag,Rajasthan Royals,10,93,82,113.41,8.0,11.62
57985,2021,R Tewatia,Rajasthan Royals,11,155,147,105.44,10.0,15.5
57998,2021,CH Morris,Rajasthan Royals,7,67,49,136.73,5.0,13.4
58010,2021,Q de Kock,Mumbai Indians,11,297,256,116.02,10.0,29.7
58118,2021,RD Chahar,Mumbai Indians,4,14,15,93.33,5.0,2.8
58251,2021,PJ Cummins,Kolkata Knight Riders,5,93,56,166.07,3.0,31.0
58252,2021,Harbhajan Singh,Kolkata Knight Riders,2,4,4,100.0,0.0,4.0
58257,2021,D Padikkal,Royal Challengers Bangalore,14,411,329,124.92,13.0,31.62
58488,2021,JO Holder,Sunrisers Hyderabad,7,85,70,121.43,6.0,14.17
58494,2021,Rashid Khan,Sunrisers Hyderabad,10,83,67,123.88,8.0,10.38
58500,2021,B Kumar,Sunrisers Hyderabad,7,34,30,113.33,1.0,34.0
58505,2021,S Nadeem,Sunrisers Hyderabad,1,0,1,0.0,1.0,0.0
58521,2021,AM Rahane,Delhi Capitals,1,8,9,88.89,1.0,8.0
58549,2021,Lalit Yadav,Delhi Capitals,5,68,71,95.77,2.0,34.0
58592,2021,TK Curran,Delhi Capitals,2,21,17,123.53,1.0,21.0
58600,2021,CR Woakes,Delhi Capitals,1,15,11,136.36,0.0,15.0
58620,2021,R Ashwin,Delhi Capitals,5,44,42,104.76,3.0,14.67
58626,2021,K Rabada,Delhi Capitals,3,13,6,216.67,0.0,13.0
58652,2021,DA Miller,Rajasthan Royals,8,124,113,109.73,5.0,24.8
58729,2021,JD Unadkat,Rajasthan Royals,3,41,29,141.38,2.0,20.5
58825,2021,M Ashwin,Punjab Kings,2,15,24,62.5,2.0,7.5
58853,2021,Mohammed Shami,Punjab Kings,3,13,17,76.47,1.0,13.0
59154,2021,Virat Singh,Sunrisers Hyderabad,2,15,26,57.69,2.0,7.5
59182,2021,Abhishek Sharma,Sunrisers Hyderabad,7,98,76,128.95,6.0,16.33
59212,2021,KK Ahmed,Sunrisers Hyderabad,1,1,2,50.0,1.0,1.0
59213,2021,Mujeeb Ur Rahman,Sunrisers Hyderabad,1,1,1,100.0,0.0,1.0
59461,2021,CV Varun,Kolkata Knight Riders,2,2,4,50.0,1.0,2.0
59622,2021,SPD Smith,Delhi Capitals,7,152,136,111.76,6.0,25.33
59820,2021,DJ Bravo,Chennai Super Kings,3,47,18,261.11,1.0,47.0
59826,2021,SN Thakur,Chennai Super Kings,4,5,5,100.0,2.0,2.5
59957,2021,Mustafizur Rahman,Rajasthan Royals,3,8,14,57.14,0.0,8.0
60032,2021,J Yadav,Mumbai Indians,2,34,26,130.77,2.0,17.0
60079,2021,TA Boult,Mumbai Indians,2,1,4,25.0,0.0,1.0
60188,2021,SO Hetmyer,Delhi Capitals,12,242,146,165.75,7.0,34.57
60254,2021,MC Henriques,Punjab Kings,4,31,32,96.88,2.0,15.5
60284,2021,FA Allen,Punjab Kings,2,6,12,50.0,1.0,6.0
60319,2021,Arshdeep Singh,Punjab Kings,2,2,3,66.67,0.0,2.0
